object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Pore,Probability of na,Convexity,Defect Center_0,Defect Center_1,Defect Center_2,Number of Defects,Mean Defect Displacement,Kurtosis of Defect Area,Mean Defect Area,Skewness of Defect Area,Variance of Defect Area,Convex Hull Center_0,Convex Hull Center_1,Convex Hull Center_2,Convex Hull Area,Object Center_0,Object Center_1,Object Center_2,Object Area,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Maximum_2,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Minimum_2,Size in pixels,Center of the object_0,Center of the object_1,Center of the object_2,Histogram of Intensity_0,Histogram of Intensity_1,Histogram of Intensity_2,Histogram of Intensity_3,Histogram of Intensity_4,Histogram of Intensity_5,Histogram of Intensity_6,Histogram of Intensity_7,Histogram of Intensity_8,Histogram of Intensity_9,Histogram of Intensity_10,Histogram of Intensity_11,Histogram of Intensity_12,Histogram of Intensity_13,Histogram of Intensity_14,Histogram of Intensity_15,Histogram of Intensity_16,Histogram of Intensity_17,Histogram of Intensity_18,Histogram of Intensity_19,Histogram of Intensity_20,Histogram of Intensity_21,Histogram of Intensity_22,Histogram of Intensity_23,Histogram of Intensity_24,Histogram of Intensity_25,Histogram of Intensity_26,Histogram of Intensity_27,Histogram of Intensity_28,Histogram of Intensity_29,Histogram of Intensity_30,Histogram of Intensity_31,Histogram of Intensity_32,Histogram of Intensity_33,Histogram of Intensity_34,Histogram of Intensity_35,Histogram of Intensity_36,Histogram of Intensity_37,Histogram of Intensity_38,Histogram of Intensity_39,Histogram of Intensity_40,Histogram of Intensity_41,Histogram of Intensity_42,Histogram of Intensity_43,Histogram of Intensity_44,Histogram of Intensity_45,Histogram of Intensity_46,Histogram of Intensity_47,Histogram of Intensity_48,Histogram of Intensity_49,Histogram of Intensity_50,Histogram of Intensity_51,Histogram of Intensity_52,Histogram of Intensity_53,Histogram of Intensity_54,Histogram of Intensity_55,Histogram of Intensity_56,Histogram of Intensity_57,Histogram of Intensity_58,Histogram of Intensity_59,Histogram of Intensity_60,Histogram of Intensity_61,Histogram of Intensity_62,Histogram of Intensity_63,Histogram of Intensity in neighborhood_0,Histogram of Intensity in neighborhood_1,Histogram of Intensity in neighborhood_2,Histogram of Intensity in neighborhood_3,Histogram of Intensity in neighborhood_4,Histogram of Intensity in neighborhood_5,Histogram of Intensity in neighborhood_6,Histogram of Intensity in neighborhood_7,Histogram of Intensity in neighborhood_8,Histogram of Intensity in neighborhood_9,Histogram of Intensity in neighborhood_10,Histogram of Intensity in neighborhood_11,Histogram of Intensity in neighborhood_12,Histogram of Intensity in neighborhood_13,Histogram of Intensity in neighborhood_14,Histogram of Intensity in neighborhood_15,Histogram of Intensity in neighborhood_16,Histogram of Intensity in neighborhood_17,Histogram of Intensity in neighborhood_18,Histogram of Intensity in neighborhood_19,Histogram of Intensity in neighborhood_20,Histogram of Intensity in neighborhood_21,Histogram of Intensity in neighborhood_22,Histogram of Intensity in neighborhood_23,Histogram of Intensity in neighborhood_24,Histogram of Intensity in neighborhood_25,Histogram of Intensity in neighborhood_26,Histogram of Intensity in neighborhood_27,Histogram of Intensity in neighborhood_28,Histogram of Intensity in neighborhood_29,Histogram of Intensity in neighborhood_30,Histogram of Intensity in neighborhood_31,Histogram of Intensity in neighborhood_32,Histogram of Intensity in neighborhood_33,Histogram of Intensity in neighborhood_34,Histogram of Intensity in neighborhood_35,Histogram of Intensity in neighborhood_36,Histogram of Intensity in neighborhood_37,Histogram of Intensity in neighborhood_38,Histogram of Intensity in neighborhood_39,Histogram of Intensity in neighborhood_40,Histogram of Intensity in neighborhood_41,Histogram of Intensity in neighborhood_42,Histogram of Intensity in neighborhood_43,Histogram of Intensity in neighborhood_44,Histogram of Intensity in neighborhood_45,Histogram of Intensity in neighborhood_46,Histogram of Intensity in neighborhood_47,Histogram of Intensity in neighborhood_48,Histogram of Intensity in neighborhood_49,Histogram of Intensity in neighborhood_50,Histogram of Intensity in neighborhood_51,Histogram of Intensity in neighborhood_52,Histogram of Intensity in neighborhood_53,Histogram of Intensity in neighborhood_54,Histogram of Intensity in neighborhood_55,Histogram of Intensity in neighborhood_56,Histogram of Intensity in neighborhood_57,Histogram of Intensity in neighborhood_58,Histogram of Intensity in neighborhood_59,Histogram of Intensity in neighborhood_60,Histogram of Intensity in neighborhood_61,Histogram of Intensity in neighborhood_62,Histogram of Intensity in neighborhood_63,Kurtosis of Intensity,Kurtosis of Intensity in neighborhood,Maximum intensity,Maximum intensity in neighborhood,Mean Intensity,Mean Intensity in neighborhood,Minimum intensity,Minimum intensity in neighborhood,Quantiles of Intensity_0,Quantiles of Intensity_1,Quantiles of Intensity_2,Quantiles of Intensity_3,Quantiles of Intensity_4,Quantiles of Intensity_5,Quantiles of Intensity_6,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Principal components of the object_4,Principal components of the object_5,Principal components of the object_6,Principal components of the object_7,Principal components of the object_8,Radii of the object_0,Radii of the object_1,Radii of the object_2,Skewness of Intensity,Skewness of Intensity in neighborhood,Total Intensity,Total Intensity in neighborhood,Variance of Intensity,Variance of Intensity in neighborhood
49,0,50,0,Pore,1.0,0.0,0.34285715,224.40579,249.10869,267.1087,1.0,0.52583927,0.0,138.0,0.0,0.0,224.5,249.0,267.0,210.0,224.68056,248.79167,266.79166,72.0,228.0,252.0,271.0,222.0,247.0,264.0,72.0,224.68056,248.79167,266.79166,0.0,0.0,0.0,0.0,0.0,2.0,13.0,15.0,22.0,11.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0,8.0,9.0,34.0,73.0,134.0,223.0,346.0,732.0,719.0,852.0,969.0,1500.0,1067.0,1062.0,1020.0,1560.0,1010.0,960.0,912.0,1213.0,721.0,646.0,604.0,731.0,405.0,380.0,315.0,409.0,218.0,161.0,137.0,168.0,105.0,73.0,65.0,71.0,27.0,35.0,18.0,30.0,15.0,14.0,11.0,11.0,9.0,3.0,8.0,4.0,4.0,7.0,1.0,3.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-0.43535772,0.8631303,45.0,144.0,32.583332,36.724525,21.0,0.0,21.0,25.5,28.6875,32.961647,36.583805,40.740234,45.0,-0.6046323,-0.6596703,-0.44637972,-0.37423995,-0.259427,0.8903045,0.7031104,-0.70536,0.09001701,1.9043924,1.0358441,0.77303123,0.06982801,0.23031445,2346.0,786419.0,26.493055,333.1826
50,0,51,0,Pore,1.0,0.0,0.3515625,206.08215,251.29266,284.02737,1.0,2.8815796,0.0,4565.0,0.0,0.0,206.5,250.5,284.5,7040.0,207.2707,249.03798,285.3717,2475.0,217.0,262.0,293.0,197.0,240.0,277.0,2475.0,207.2707,249.03798,285.3717,0.0,0.0,2.0,33.0,144.0,392.0,589.0,575.0,434.0,211.0,71.0,13.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8047.0,70.0,297.0,1209.0,2951.0,4792.0,5269.0,5081.0,4860.0,4714.0,4630.0,4069.0,3461.0,2789.0,2195.0,1747.0,1376.0,1199.0,939.0,767.0,696.0,546.0,452.0,376.0,320.0,283.0,227.0,160.0,174.0,129.0,92.0,84.0,78.0,64.0,32.0,35.0,25.0,23.0,20.0,12.0,6.0,16.0,15.0,8.0,5.0,10.0,3.0,1.0,3.0,5.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.14876403,2.5899658,54.0,255.0,28.259394,37.6438,11.0,0.0,11.0,20.618124,24.229261,28.427649,32.988148,36.964046,54.0,0.61426044,-0.5783668,-0.5368203,0.65071696,0.7560856,-0.070014335,-0.44637603,0.30631104,-0.8407865,4.524719,4.167917,2.9311044,0.25071427,1.0071555,69942.0,2423282.0,38.623623,637.38525
51,0,52,0,Pore,1.0,0.0,0.4903846,4.3567753,315.4288,290.2247,1.0,2.0067763,0.0,583.0,0.0,0.0,3.5,315.0,290.0,1144.0,2.6096256,314.55438,289.76648,561.0,8.0,321.0,297.0,0.0,310.0,284.0,561.0,2.6096256,314.55438,289.76648,15.0,11.0,17.0,32.0,62.0,78.0,100.0,79.0,71.0,35.0,22.0,16.0,8.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6983.0,68.0,113.0,131.0,235.0,369.0,548.0,510.0,783.0,901.0,908.0,911.0,950.0,875.0,836.0,585.0,796.0,730.0,692.0,631.0,615.0,561.0,525.0,330.0,462.0,414.0,383.0,335.0,330.0,251.0,237.0,174.0,189.0,154.0,138.0,106.0,108.0,75.0,66.0,46.0,56.0,38.0,39.0,27.0,14.0,9.0,6.0,7.0,15.0,9.0,4.0,2.0,2.0,3.0,4.0,2.0,9.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.5214913,-0.14354762,64.0,248.0,26.525846,47.736958,0.0,0.0,0.0,13.5842285,20.08789,26.516016,33.376156,40.73118,64.0,-0.13044043,-0.533856,-0.83545387,0.5374227,-0.74619037,0.39290804,0.8331639,0.39774075,-0.3842397,3.2319672,2.105836,1.9128715,0.19863279,0.5988986,14881.0,1160390.0,120.41689,1722.6271
52,0,53,0,Pore,1.0,0.0,0.4949495,66.07,80.333336,302.28,1.0,0.67336833,0.0,300.0,0.0,0.0,66.0,80.5,302.0,594.0,65.92857,80.67007,301.7143,294.0,72.0,84.0,307.0,61.0,78.0,298.0,294.0,65.92857,80.67007,301.7143,0.0,2.0,8.0,24.0,57.0,53.0,54.0,64.0,21.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3411.0,503.0,1116.0,1744.0,2164.0,2213.0,1953.0,1490.0,1195.0,919.0,774.0,668.0,659.0,543.0,568.0,593.0,679.0,667.0,769.0,735.0,730.0,677.0,621.0,600.0,532.0,459.0,421.0,386.0,312.0,277.0,246.0,228.0,181.0,144.0,152.0,132.0,107.0,105.0,94.0,61.0,68.0,56.0,50.0,37.0,40.0,20.0,25.0,20.0,17.0,13.0,14.0,14.0,11.0,10.0,6.0,10.0,8.0,9.0,2.0,4.0,4.0,6.0,4.0,40.0,-0.63782567,1.3743423,41.0,255.0,23.47619,48.131615,7.0,0.0,7.0,15.173828,18.698603,24.127604,29.291382,32.368305,41.0,0.9765621,-0.18273164,0.11373486,-0.10159072,0.07452905,0.9920306,0.18975194,0.9803339,-0.054218408,2.49587,1.9843992,1.2821875,-0.04448334,1.1478649,6902.0,1459158.0,44.854874,1761.987
53,0,54,0,Pore,1.0,0.0,0.45777777,250.71721,178.70082,301.13934,1.0,0.8630914,0.0,244.0,0.0,0.0,250.5,179.0,301.0,450.0,250.24272,179.35437,300.83496,206.0,256.0,184.0,304.0,246.0,175.0,299.0,206.0,250.24272,179.35437,300.83496,0.0,0.0,3.0,3.0,28.0,58.0,62.0,27.0,17.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,14.0,17.0,36.0,68.0,185.0,265.0,461.0,611.0,707.0,840.0,1432.0,1038.0,1038.0,1056.0,990.0,912.0,854.0,798.0,704.0,584.0,573.0,516.0,449.0,623.0,326.0,342.0,249.0,252.0,199.0,185.0,170.0,119.0,99.0,76.0,73.0,55.0,79.0,44.0,18.0,26.0,20.0,24.0,15.0,11.0,12.0,13.0,7.0,6.0,7.0,9.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3779203,1.3950629,41.0,134.0,24.56796,38.941658,9.0,1.0,9.0,18.015066,21.124058,24.613155,27.964409,32.90625,41.0,-0.77605194,-0.62202865,-0.10403709,0.6084474,-0.69504637,-0.38301748,0.16593723,-0.36054254,0.9178638,2.6461265,1.5379463,1.0877227,0.36918658,0.9825413,5061.0,670809.0,30.847322,238.84955
54,0,55,0,Pore,1.0,0.0,0.27814007,234.34395,133.54639,320.67596,1.0,5.9954014,0.0,66414.0,0.0,0.0,234.0,134.5,322.0,92004.0,233.10735,136.97491,325.4363,25590.0,260.0,157.0,343.0,209.0,113.0,302.0,25590.0,233.10735,136.97491,325.4363,620.0,541.0,925.0,1491.0,2355.0,3509.0,4181.0,4005.0,2943.0,2088.0,1205.0,816.0,425.0,227.0,107.0,72.0,41.0,13.0,11.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19076.0,1191.0,1615.0,2069.0,3924.0,4079.0,5420.0,6583.0,10835.0,9548.0,10369.0,10943.0,14845.0,11488.0,11598.0,11468.0,14731.0,10338.0,9423.0,8413.0,9622.0,6060.0,5183.0,4217.0,4470.0,2575.0,2111.0,1612.0,1750.0,1039.0,783.0,640.0,695.0,369.0,279.0,249.0,238.0,140.0,112.0,117.0,99.0,66.0,57.0,44.0,42.0,29.0,17.0,14.0,25.0,17.0,8.0,5.0,9.0,3.0,3.0,6.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.7615969,0.40007716,89.0,208.0,26.85678,44.72349,0.0,0.0,0.0,13.217115,20.450438,27.102518,33.99445,41.077087,89.0,0.7943663,-0.46072885,-0.39586753,0.09915761,0.74131054,-0.663797,-0.5992912,-0.4880447,-0.6345569,11.650475,9.495648,6.038484,0.20407934,0.1870661,687265.0,9869178.0,123.23932,591.0175
55,0,56,0,Pore,1.0,0.0,0.39605513,14.705857,269.4646,334.3014,1.0,9.743267,0.0,14238.0,0.0,0.0,12.0,270.0,337.0,23575.0,7.873835,270.81644,341.11514,9337.0,25.0,282.0,358.0,0.0,259.0,317.0,9337.0,7.873835,270.81644,341.11514,0.0,13.0,52.0,270.0,792.0,1537.0,1898.0,1795.0,1330.0,838.0,455.0,209.0,97.0,36.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,254.0,741.0,1924.0,3700.0,5748.0,7072.0,7613.0,8031.0,8025.0,7528.0,6955.0,6281.0,5524.0,4675.0,4154.0,3444.0,3002.0,2639.0,2336.0,2009.0,1815.0,1587.0,1328.0,1239.0,1080.0,895.0,760.0,681.0,582.0,453.0,419.0,290.0,280.0,233.0,225.0,185.0,183.0,127.0,116.0,100.0,86.0,81.0,78.0,56.0,59.0,48.0,47.0,43.0,44.0,26.0,25.0,30.0,28.0,24.0,20.0,24.0,15.0,15.0,15.0,20.0,10.0,10.0,78.0,0.3591806,5.3469033,68.0,255.0,28.32034,51.26932,4.0,0.0,4.0,18.949427,23.051437,28.127024,33.80952,39.265114,68.0,0.28429556,-0.932365,-0.22331941,0.13870282,-0.19048198,0.97184265,0.94865036,0.3072656,-0.075168476,9.910768,5.3155417,4.5931168,0.43508756,1.7600032,264427.0,5435317.0,62.310257,923.1857
56,0,57,0,Pore,1.0,0.0,0.39305556,139.17621,299.3936,328.65674,1.0,0.65824795,0.0,437.0,0.0,0.0,139.0,299.5,328.5,720.0,138.72792,299.6643,328.25797,283.0,144.0,304.0,334.0,135.0,296.0,324.0,283.0,138.72792,299.6643,328.25797,0.0,0.0,0.0,0.0,3.0,4.0,12.0,20.0,29.0,40.0,40.0,29.0,24.0,17.0,13.0,14.0,10.0,8.0,4.0,7.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,36.0,34.0,47.0,99.0,147.0,275.0,480.0,662.0,888.0,1092.0,1249.0,1359.0,1478.0,1554.0,1588.0,1650.0,1544.0,1600.0,1412.0,1391.0,1264.0,1102.0,1095.0,987.0,911.0,805.0,785.0,675.0,646.0,609.0,538.0,419.0,401.0,389.0,333.0,257.0,272.0,242.0,204.0,195.0,183.0,143.0,131.0,118.0,103.0,84.0,88.0,71.0,72.0,49.0,45.0,36.0,29.0,38.0,36.0,32.0,23.0,22.0,23.0,16.0,11.0,14.0,114.0,0.4932875,1.6749853,102.0,255.0,45.98233,82.36845,16.0,0.0,16.0,29.743359,36.1333,43.180664,54.433594,67.614845,102.0,0.54302233,0.66729873,-0.5097442,-0.53105354,-0.19732744,-0.82404125,0.6504682,-0.7181743,-0.24721816,2.7088232,1.7081915,1.3090901,0.8158795,0.9723079,13013.0,2712393.0,221.93962,1700.8068
57,0,58,0,Pore,1.0,0.0,0.49511278,178.1735,305.7632,334.27402,1.0,1.5618209,0.0,1343.0,0.0,0.0,177.5,305.5,334.0,2660.0,176.81322,305.2316,333.72058,1317.0,185.0,311.0,344.0,171.0,301.0,325.0,1317.0,176.81322,305.2316,333.72058,0.0,3.0,36.0,69.0,93.0,187.0,233.0,211.0,169.0,138.0,89.0,46.0,29.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7095.0,597.0,816.0,1164.0,1582.0,2029.0,2682.0,3234.0,3728.0,3954.0,4059.0,3812.0,3526.0,3450.0,3144.0,3026.0,2753.0,2422.0,2304.0,1909.0,1728.0,1513.0,1310.0,1139.0,874.0,764.0,641.0,527.0,401.0,338.0,261.0,197.0,185.0,163.0,129.0,92.0,91.0,92.0,79.0,52.0,57.0,41.0,36.0,23.0,32.0,21.0,14.0,16.0,13.0,5.0,17.0,7.0,7.0,8.0,6.0,5.0,4.0,8.0,4.0,4.0,1.0,7.0,3.0,29.0,-0.15520506,1.971304,60.0,255.0,28.757023,49.640907,5.0,0.0,5.0,16.952873,22.654474,28.59875,35.54699,41.91652,60.0,-0.42192867,-0.897779,-0.12636864,-0.011696643,-0.1339811,0.9909149,0.90655357,-0.4195735,-0.046029467,4.540993,2.6337862,2.3873923,0.21960066,0.81103116,37873.0,3386999.0,88.756454,1039.3579
58,0,59,0,Pore,1.0,0.0,0.38588646,148.32173,204.17401,350.24463,1.0,3.8984532,0.0,13045.0,0.0,0.0,148.5,205.0,349.0,21242.0,148.7837,206.3145,347.0193,8197.0,162.0,215.0,371.0,136.0,196.0,328.0,8197.0,148.7837,206.3145,347.0193,58.0,61.0,162.0,312.0,689.0,1118.0,1560.0,1570.0,1167.0,719.0,344.0,188.0,100.0,59.0,35.0,21.0,12.0,11.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51011.0,301.0,400.0,660.0,1011.0,1738.0,2902.0,4314.0,5657.0,6887.0,7928.0,8338.0,8586.0,8593.0,8478.0,7960.0,7341.0,6764.0,6018.0,5186.0,4561.0,4108.0,3462.0,2745.0,2361.0,1971.0,1620.0,1348.0,1077.0,947.0,727.0,607.0,493.0,424.0,345.0,284.0,230.0,197.0,158.0,139.0,112.0,102.0,70.0,54.0,39.0,34.0,35.0,30.0,12.0,11.0,15.0,14.0,9.0,10.0,2.0,6.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,15.0,2.08819,-0.041407384,88.0,255.0,28.177992,44.509964,0.0,0.0,0.0,17.248468,22.656233,28.242113,33.984123,39.62929,88.0,0.18949729,0.9689771,-0.15866351,-0.054390788,-0.15098408,-0.98703873,0.9803736,-0.195671,-0.024092356,8.836108,5.3624344,3.9900692,0.5236555,0.42040974,230975.0,7943604.0,90.703835,1299.1481
59,0,60,Pore,Pore,1.0,0.0,0.41845238,194.7453,167.16881,346.95212,1.0,2.0163276,0.0,12701.0,0.0,0.0,194.5,166.5,346.5,21840.0,194.1591,165.57053,345.87164,9139.0,209.0,180.0,362.0,181.0,154.0,332.0,9139.0,194.1591,165.57053,345.87164,0.0,3.0,31.0,140.0,405.0,901.0,1433.0,1762.0,1715.0,1232.0,675.0,450.0,216.0,91.0,47.0,13.0,14.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,37.0,121.0,398.0,1020.0,2236.0,2954.0,6176.0,8768.0,11334.0,12620.0,12926.0,9357.0,11535.0,10233.0,8660.0,6787.0,5761.0,4697.0,2919.0,3220.0,2751.0,2189.0,1816.0,1393.0,906.0,1008.0,806.0,656.0,519.0,462.0,272.0,305.0,260.0,203.0,142.0,116.0,122.0,69.0,97.0,70.0,68.0,52.0,34.0,30.0,33.0,32.0,24.0,22.0,19.0,12.0,10.0,20.0,21.0,8.0,9.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,0.7599095,4.874556,74.0,246.0,31.729292,53.76639,6.0,0.0,6.0,21.402859,26.143812,31.636435,37.360794,43.403717,74.0,0.52606803,-0.8477541,0.06756746,-0.4997262,-0.37243074,-0.7820288,0.68813235,0.37763515,-0.6195689,8.282168,5.3118677,4.5232196,0.48496085,1.5797102,289974.0,7331585.0,73.70262,496.88452
60,0,61,0,Pore,1.0,0.0,0.4226423,158.78896,299.30878,361.68323,1.0,2.7844207,0.0,28406.0,0.0,0.0,158.0,299.0,362.5,49200.0,156.92224,298.5782,363.61575,20794.0,179.0,312.0,387.0,138.0,287.0,339.0,20794.0,156.92224,298.5782,363.61575,64.0,148.0,482.0,1098.0,2057.0,2893.0,3404.0,3276.0,2638.0,1832.0,1278.0,693.0,391.0,218.0,129.0,79.0,47.0,25.0,19.0,7.0,8.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17001.0,1317.0,2087.0,3416.0,5209.0,7527.0,9944.0,11855.0,13515.0,14116.0,14479.0,14096.0,13101.0,12171.0,10931.0,10078.0,9055.0,8223.0,7430.0,6471.0,5812.0,5193.0,4689.0,4104.0,3555.0,3011.0,2684.0,2367.0,1957.0,1627.0,1453.0,1253.0,1073.0,954.0,837.0,693.0,643.0,536.0,448.0,390.0,295.0,275.0,247.0,184.0,199.0,156.0,119.0,114.0,102.0,92.0,86.0,62.0,47.0,51.0,39.0,40.0,41.0,37.0,35.0,20.0,15.0,23.0,15.0,136.0,1.4632046,2.363139,103.0,255.0,28.612581,53.925785,0.0,0.0,0.0,16.494188,21.78047,28.1959,35.157806,42.40834,103.0,0.53926325,0.82759845,-0.15580733,-0.0390028,-0.16027135,-0.98630214,0.84123355,-0.53795344,0.054149795,11.976389,7.3126965,5.322674,0.664409,1.0585686,594970.0,12819831.0,110.376305,1176.7712
61,0,62,0,Pore,1.0,0.0,0.42916667,196.16058,261.2859,353.2263,1.0,3.1638184,0.0,822.0,0.0,0.0,196.5,260.0,353.5,1440.0,196.95146,258.28964,353.86407,618.0,203.0,268.0,358.0,191.0,253.0,350.0,618.0,196.95146,258.28964,353.86407,5.0,26.0,50.0,84.0,146.0,124.0,114.0,46.0,16.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3218.0,635.0,1067.0,1747.0,2395.0,2791.0,2787.0,2401.0,1962.0,1527.0,1259.0,1005.0,847.0,729.0,646.0,532.0,487.0,435.0,409.0,375.0,300.0,258.0,230.0,209.0,183.0,143.0,144.0,118.0,101.0,80.0,68.0,63.0,47.0,52.0,50.0,32.0,28.0,22.0,24.0,19.0,17.0,12.0,9.0,8.0,5.0,8.0,9.0,5.0,6.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,-0.08574715,4.174189,41.0,255.0,19.532362,34.41208,0.0,0.0,0.0,10.423125,15.439453,19.867294,24.902344,28.514267,41.0,-0.6078259,0.7223952,0.32968608,-0.79386866,-0.5434643,-0.27279866,-0.017895816,-0.42754152,0.90381855,3.4015763,2.4675455,1.6234065,-0.06092699,1.6590159,12071.0,1016051.0,47.9318,813.1178
