3.630000000000000000e+02,7.000000000000000000e+00,8.740387444736633427e+00
3.640000000000000000e+02,7.000000000000000000e+00,9.917547823468829904e+00
3.650000000000000000e+02,7.000000000000000000e+00,1.004510995063078660e+01
3.660000000000000000e+02,7.000000000000000000e+00,1.215301555949299761e+01
3.670000000000000000e+02,7.000000000000000000e+00,1.233499597064595399e+01
3.680000000000000000e+02,7.000000000000000000e+00,1.246335526484300615e+01
3.690000000000000000e+02,7.000000000000000000e+00,1.238649930935238430e+01
3.700000000000000000e+02,7.000000000000000000e+00,1.383127765596722547e+01
3.710000000000000000e+02,7.000000000000000000e+00,1.647781335356039989e+01
3.720000000000000000e+02,7.000000000000000000e+00,1.744431859350498826e+01
3.730000000000000000e+02,7.000000000000000000e+00,1.815954410458608237e+01
3.740000000000000000e+02,7.000000000000000000e+00,1.836868202552426155e+01
3.750000000000000000e+02,7.000000000000000000e+00,1.862680262257405772e+01
3.760000000000000000e+02,7.000000000000000000e+00,1.855832149874717274e+01
3.770000000000000000e+02,7.000000000000000000e+00,1.885609033886118624e+01
3.780000000000000000e+02,7.000000000000000000e+00,1.848958673852369117e+01
3.790000000000000000e+02,7.000000000000000000e+00,1.685029431422315938e+01
3.800000000000000000e+02,7.000000000000000000e+00,1.675557577686017297e+01
3.810000000000000000e+02,7.000000000000000000e+00,1.696325844612841038e+01
3.820000000000000000e+02,7.000000000000000000e+00,1.723319830471049485e+01
3.830000000000000000e+02,7.000000000000000000e+00,1.762584604821509515e+01
3.840000000000000000e+02,7.000000000000000000e+00,1.802760088846128994e+01
3.850000000000000000e+02,7.000000000000000000e+00,1.815077772989971194e+01
3.860000000000000000e+02,7.000000000000000000e+00,1.787688803255549530e+01
3.870000000000000000e+02,7.000000000000000000e+00,1.742606184481554976e+01
3.880000000000000000e+02,7.000000000000000000e+00,1.679352729949365042e+01
3.890000000000000000e+02,7.000000000000000000e+00,1.623454913941802857e+01
