1.510000000000000000e+02,3.000000000000000000e+00,3.949327084834294066e+00
1.520000000000000000e+02,3.000000000000000000e+00,5.470020959857130549e+00
1.530000000000000000e+02,3.000000000000000000e+00,6.432750982580686561e+00
1.540000000000000000e+02,3.000000000000000000e+00,7.001408606295147941e+00
1.550000000000000000e+02,3.000000000000000000e+00,7.463526651802308010e+00
1.560000000000000000e+02,3.000000000000000000e+00,7.715176518808164019e+00
1.570000000000000000e+02,3.000000000000000000e+00,8.593479713983121826e+00
1.580000000000000000e+02,3.000000000000000000e+00,8.812923024107547576e+00
1.590000000000000000e+02,3.000000000000000000e+00,9.557977680176279023e+00
1.600000000000000000e+02,3.000000000000000000e+00,9.624353322664493504e+00
1.610000000000000000e+02,2.000000000000000000e+00,1.674607445725473909e+01
1.610000000000000000e+02,3.000000000000000000e+00,1.020231997058019857e+01
1.620000000000000000e+02,2.000000000000000000e+00,1.645848453358953378e+01
1.620000000000000000e+02,3.000000000000000000e+00,1.119884347405630720e+01
1.630000000000000000e+02,2.000000000000000000e+00,1.591774699517169012e+01
1.630000000000000000e+02,3.000000000000000000e+00,1.152107731675474511e+01
1.640000000000000000e+02,2.000000000000000000e+00,1.562509784618859499e+01
1.640000000000000000e+02,3.000000000000000000e+00,1.202134303343187050e+01
1.650000000000000000e+02,2.000000000000000000e+00,1.486294254216003985e+01
1.650000000000000000e+02,3.000000000000000000e+00,1.264086875433262769e+01
1.660000000000000000e+02,2.000000000000000000e+00,1.554339742828115156e+01
1.660000000000000000e+02,3.000000000000000000e+00,1.304974287518064635e+01
1.670000000000000000e+02,2.000000000000000000e+00,1.623454913941802857e+01
1.670000000000000000e+02,3.000000000000000000e+00,1.440618081907316395e+01
1.680000000000000000e+02,2.000000000000000000e+00,1.614607682331917360e+01
1.680000000000000000e+02,3.000000000000000000e+00,1.537869452959374250e+01
1.690000000000000000e+02,2.000000000000000000e+00,1.619528777809902209e+01
1.690000000000000000e+02,3.000000000000000000e+00,1.647781335356039989e+01
1.700000000000000000e+02,2.000000000000000000e+00,1.617562136188517385e+01
1.700000000000000000e+02,3.000000000000000000e+00,1.712201521945565830e+01
1.710000000000000000e+02,2.000000000000000000e+00,1.629326379450358786e+01
1.710000000000000000e+02,3.000000000000000000e+00,1.913259964331453133e+01
1.720000000000000000e+02,2.000000000000000000e+00,1.605711704537494100e+01
1.720000000000000000e+02,3.000000000000000000e+00,1.970629496237749478e+01
1.730000000000000000e+02,2.000000000000000000e+00,1.538904010394216471e+01
1.730000000000000000e+02,3.000000000000000000e+00,2.028730348852802479e+01
1.740000000000000000e+02,2.000000000000000000e+00,1.521220849369399808e+01
1.740000000000000000e+02,3.000000000000000000e+00,2.109495723828183955e+01
1.750000000000000000e+02,2.000000000000000000e+00,1.701010542416083027e+01
1.750000000000000000e+02,3.000000000000000000e+00,2.155026969534605641e+01
